crime,year,month,day
Violation Of Court Order,2018,12,26
Non-Crime,2008,07,29
Robbery,2018,12,28
Non-Crime,2008,07,29
Resist Or Delay Officer,2018,12,30
Non-Crime,2008,07,29
Battery,2019,01,01
Psychiatric Detention,2008,07,30
Attempted Murder,2019,01,03
Non-Crime,2008,07,30
Violation Of Court Order,2019,01,04
Non-Crime,2008,07,28
Robbery,2019,01,05
Non-Crime,2008,07,31
Robbery,2019,01,05
Non-Crime,2008,08,01
Robbery,2019,01,07
Non-Crime,2008,04,24
Robbery,2019,01,08
Psychiatric Detention,2008,08,03
Assault With Deadly Weapon,2019,01,10
Psychiatric Detention,2008,08,04
Threatening A Violent Assault,2018,12,27
Psychiatric Detention,2008,08,04
Battery,2019,01,13
Non-Crime,2008,08,05
Robbery,2019,01,14
Non-Crime,2008,08,04
Battery,2019,01,15
Psychiatric Detention,2008,08,06
Violation Of Court Order,2019,01,16
Non-Crime,2008,11,22
Child Endanger/Cruelty,2018,12,28
Non-Crime,2008,08,08
Annoy/Etc Child Under 18,2019,01,04
Non-Crime,2008,08,08
Punishmnt On Child Result In Trauma,2019,01,09
Non-Crime,2008,08,09
Annoy/Etc Child Under 18,2019,01,11
Non-Crime,2008,08,09
Child Endanger/Cruelty,2019,01,15
Non-Crime,2008,07,18
Battery On Spouse/Cohabitant,2018,12,17
Psychiatric Detention,2008,08,10
Battery On Spouse/Cohabitant,2018,12,17
Non-Crime,2008,08,09
Battery On Spouse/Cohabitant,2018,12,18
Psychiatric Detention,2008,08,10
Assault On Spouse/Cohabitant,2018,12,21
Non-Crime,2008,08,11
Assault On Spouse/Cohabitant,2018,12,24
Non-Crime,2008,08,10
Assault On Spouse/Cohabitant,2018,12,26
Non-Crime,2008,08,12
Violation Of Court Order,2018,12,26
Non-Crime,2008,08,08
Assault On Spouse/Cohabitant,2018,12,27
Non-Crime,2008,08,08
Assault On Spouse/Cohabitant,2019,01,01
Psychiatric Detention,2008,08,14
Battery On Spouse/Cohabitant,2019,01,01
Non-Crime,2008,08,14
Assault On Spouse/Cohabitant,2019,01,04
Non-Crime,2008,08,14
Battery On Spouse/Cohabitant,2019,01,06
Non-Crime,2008,08,14
Violation Of Court Order,2019,01,12
Psychiatric Detention,2008,08,14
Battery On Spouse/Cohabitant,2019,01,15
Non-Crime,2008,08,15
Violation Of Court Order,2019,01,16
Non-Crime,2008,08,15
Rape,2018,12,19
Non-Crime,2008,08,16
Contact Minor For Lewd Acts,2019,01,02
Non-Crime,2008,07,25
Annoy/Etc Child Under 18,2019,01,11
Non-Crime,2008,08,16
Vandalism Less Than $400,2018,03,31
Non-Crime,2008,08,17
Burglary,2018,04,09
Non-Crime,2008,08,17
Theft,2017,12,02
Non-Crime,2008,08,17
Attempted Vehicle Theft,2017,10,24
Non-Crime,2008,08,18
Theft,2018,06,01
Non-Crime,2008,08,19
Theft,2018,04,30
Non-Crime,2008,08,19
Theft,2018,06,20
Non-Crime,2008,08,18
Malicious Mischief (over $400),2018,06,21
Non-Crime,2008,08,20
Possess Controlled Substance,2019,02,18
Non-Crime,2008,08,20
Non-Crime,2019,02,17
Non-Crime,2008,08,21
Non-Crime,2019,02,25
Non-Crime,2008,08,20
Psychiatric Detention,2019,02,26
Non-Crime,2008,08,22
Malicious Mischief (over $400),2019,02,24
Non-Crime,2008,08,21
Indecent Exposure,2019,03,04
Non-Crime,2008,08,22
Drunk Or Disorderly,2019,03,07
Non-Crime,2008,08,23
Loiter W/Intent To Commit Prostitut,2019,03,08
Non-Crime,2008,08,23
Vandalism:deface Property,2019,03,12
Non-Crime,2008,08,25
Vehicle Theft,2019,02,20
Non-Crime,2008,08,25
Theft,2019,02,20
Non-Crime,2008,08,25
Vehicle Theft,2019,02,26
Non-Crime,2008,08,26
Malicious Mischief (over $400),2019,02,24
Non-Crime,2008,07,07
Theft,2019,02,27
Non-Crime,2008,07,21
Vehicle Theft,2019,02,28
Non-Crime,2008,08,26
Vehicle Theft,2019,03,02
Non-Crime,2008,08,26
Vandalism Less Than $400,2019,02,28
Non-Crime,2008,08,26
Theft,2019,02,23
Non-Crime,2008,08,26
Vehicle Theft,2019,03,06
Non-Crime,2008,08,28
Burglary,2019,03,12
Psychiatric Detention,2008,08,28
Battery,2019,02,22
Non-Crime,2008,08,31
Resist Or Delay Officer,2019,02,27
Non-Crime,2008,08,31
Assault With Deadly Weapon,2019,03,05
Non-Crime,2008,09,01
Child Endanger/Cruelty,2019,03,11
Non-Crime,2008,08,29
Possession Of Paraphernalia,2019,02,17
Non-Crime,2008,09,04
Possession Of Paraphernalia,2019,02,19
Non-Crime,2008,09,04
Possess Controlled Substance,2019,02,20
Psychiatric Detention,2008,09,06
Possess Controlled Substance,2019,02,20
Non-Crime,2008,09,06
Possess Narcotic Controlled Substnc,2019,03,01
Non-Crime,2008,09,06
Possession Of Paraphernalia,2019,03,07
Non-Crime,2008,09,07
Possession Of Paraphernalia,2019,03,10
Non-Crime,2008,08,27
Possession For Sale - Narcotics,2019,03,11
Non-Crime,2008,09,09
Shoot At Inhabited Dwelling/Vehicle,2019,02,17
Non-Crime,2008,09,07
Attempted Robbery,2019,03,10
Psychiatric Detention,2008,09,10
Psychiatric Detention,2019,02,17
Non-Crime,2008,09,10
Non-Crime,2019,02,18
Non-Crime,2008,08,30
Non-Crime,2019,02,19
Non-Crime,2008,09,11
Non-Crime,2019,02,21
Non-Crime,2008,09,10
Non-Crime,2019,02,21
Non-Crime,2008,09,11
Psychiatric Detention,2019,02,24
Non-Crime,2008,09,10
Non-Crime,2019,02,24
Non-Crime,2008,09,11
Non-Crime,2019,02,24
Non-Crime,2008,09,11
Non-Crime,2019,02,27
Non-Crime,2008,09,12
Non-Crime,2019,02,28
Non-Crime,2008,09,13
Non-Crime,2019,03,01
Non-Crime,2008,09,13
Non-Crime,2019,03,02
Non-Crime,2008,09,13
Non-Crime,2019,03,04
Psychiatric Detention,2008,09,14
Non-Crime,2019,03,03
Psychiatric Detention,2008,09,14
Non-Crime,2019,03,01
Psychiatric Detention,2008,09,14
Non-Crime,2019,02,27
Psychiatric Detention,2008,09,15
Non-Crime,2019,03,04
Non-Crime,2008,09,14
Non-Crime,2019,03,06
Non-Crime,2008,09,12
Non-Crime,2019,03,08
Non-Crime,2008,09,15
Non-Crime,2019,03,08
Non-Crime,2008,09,16
Non-Crime,2019,03,08
Non-Crime,2008,09,16
Non-Crime,2019,02,28
Non-Crime,2008,09,17
Non-Crime,2019,03,12
Non-Crime,2008,09,17
Non-Crime,2019,03,11
Non-Crime,2008,09,01
Non-Crime,2019,03,13
Non-Crime,2008,09,18
Non-Crime,2019,03,15
Non-Crime,2008,09,19
Psychiatric Detention,2019,03,16
Psychiatric Detention,2008,09,20
Vandalism:deface Property,2019,02,19
Non-Crime,2008,09,22
Vandalism:deface Property,2019,02,20
Non-Crime,2008,09,20
Drunk Or Disorderly,2019,02,21
Non-Crime,2008,09,22
Vandalism:deface Property,2019,02,21
Psychiatric Detention,2008,09,22
Vandalism:deface Property,2019,02,26
Non-Crime,2008,09,23
Vandalism,2019,03,01
Psychiatric Detention,2008,09,23
Drunk Or Disorderly,2019,03,04
Non-Crime,2008,09,23
Drunk Or Disorderly,2019,03,04
Psychiatric Detention,2008,09,24
Vandalism:deface Property,2019,03,02
Non-Crime,2008,09,24
Vandalism:deface Property,2019,03,05
Psychiatric Detention,2008,09,25
Malicious Mischief (over $400),2019,03,01
Non-Crime,2008,09,24
Malicious Mischief (over $400),2019,03,03
Non-Crime,2008,06,01
Drunk Or Disorderly,2019,03,11
Non-Crime,2008,09,26
Vandalism:deface Property,2019,03,11
Non-Crime,2008,09,26
Malicious Mischief (over $400),2019,03,04
Non-Crime,2008,09,27
Vandalism:deface Property,2019,03,12
Non-Crime,2008,09,26
Vandalism Less Than $400,2019,02,28
Non-Crime,2008,09,28
Drunk Or Disorderly,2019,03,14
Non-Crime,2008,09,29
Malicious Mischief (over $400),2019,03,14
Non-Crime,2008,09,30
Vandalism Less Than $400,2019,03,15
Psychiatric Detention,2008,09,30
Theft,2019,02,18
Non-Crime,2008,10,01
Vehicle Theft,2019,02,18
Non-Crime,2008,10,02
Vehicle Theft,2019,02,18
Non-Crime,2008,10,02
Arson,2019,02,20
Non-Crime,2008,10,04
Theft,2019,02,20
Non-Crime,2008,09,13
Unauthorized Use Of Personal Info,2019,02,20
Non-Crime,2008,10,06
Vehicle Theft,2019,02,20
Non-Crime,2008,10,05
Vehicle Theft,2019,02,21
Non-Crime,2008,10,07
Vehicle Theft,2019,02,21
Non-Crime,2008,10,06
Burglary,2019,02,22
Non-Crime,2008,10,07
Vandalism Less Than $400,2019,02,22
Non-Crime,2008,10,08
Theft,2019,02,22
Non-Crime,2008,10,08
Theft,2019,02,20
Non-Crime,2008,10,08
Forge Handwriting Of Another,2019,02,22
Non-Crime,2008,10,08
Possess Fictitious Bill/Check,2019,02,22
Non-Crime,2008,10,08
Attempted Theft,2019,02,22
Non-Crime,2008,09,18
Vehicle Theft,2019,02,23
Psychiatric Detention,2008,10,09
Theft,2019,02,23
Non-Crime,2008,07,24
Vehicle Theft,2019,02,25
Non-Crime,2008,10,09
Unauthorized Use Of Personal Info,2019,02,24
Non-Crime,2008,10,09
Vehicle Theft,2019,02,25
Psychiatric Detention,2008,10,09
Theft,2019,02,25
Non-Crime,2008,10,10
Burglary,2019,02,25
Non-Crime,2008,10,15
Theft And Use Of Access Card,2019,02,23
Psychiatric Detention,2008,10,17
Vehicle Theft,2019,02,25
Non-Crime,2008,10,16
Att Grand Theft (Over $400),2019,02,25
Non-Crime,2008,09,29
Theft,2019,02,23
Non-Crime,2008,10,17
Burglary,2019,02,25
Non-Crime,2008,10,17
Forging Doc. W/Intent To Defraud,2019,02,27
Non-Crime,2008,10,18
Burglary,2019,02,27
Non-Crime,2008,10,18
Vehicle Theft,2019,02,27
Non-Crime,2008,10,08
Theft,2019,02,22
Psychiatric Detention,2008,10,18
Vandalism:deface Property,2019,02,25
Non-Crime,2008,10,18
Burglary,2019,02,26
Non-Crime,2008,10,18
Vandalism Less Than $400,2019,02,28
Non-Crime,2008,10,18
Malicious Mischief (over $400),2019,02,21
Non-Crime,2008,10,19
Vehicle Theft,2019,02,24
Non-Crime,2008,10,19
Theft,2019,02,28
Non-Crime,2008,10,10
Burglary,2019,02,27
Psychiatric Detention,2008,10,21
Grand Theft (over $950),2019,02,27
Non-Crime,2008,10,21
Burglary,2019,02,26
Non-Crime,2008,10,21
Burglary,2019,02,27
Non-Crime,2008,10,22
Vandalism,2019,03,01
Psychiatric Detention,2008,10,22
Vehicle Theft,2019,03,02
Non-Crime,2008,10,21
Burglary,2019,02,24
Non-Crime,2008,10,22
Grand Theft (over $950),2019,03,01
Non-Crime,2008,10,22
Vandalism Less Than $400,2019,03,02
Non-Crime,2008,10,25
Vehicle Theft,2019,03,02
Non-Crime,2008,10,26
Burglary,2019,03,02
Non-Crime,2008,10,27
Theft,2019,03,03
Non-Crime,2008,10,23
Attempted Arson,2019,03,03
Non-Crime,2008,10,28
Vandalism,2019,03,04
Non-Crime,2008,10,28
Grand Theft (over $950),2019,03,01
Non-Crime,2008,10,07
Vandalism Less Than $400,2019,03,01
Non-Crime,2008,10,29
Vehicle Theft,2019,03,03
Non-Crime,2008,10,29
Theft,2019,03,03
Psychiatric Detention,2008,10,29
Vehicle Theft,2019,03,05
Non-Crime,2008,10,29
Burglary,2019,03,04
Non-Crime,2008,10,29
Vandalism,2019,03,05
Non-Crime,2008,10,25
Burglary,2019,03,05
Non-Crime,2008,10,28
Vehicle Theft,2019,03,05
Psychiatric Detention,2008,10,31
Vehicle Theft,2019,03,05
Non-Crime,2008,10,30
Theft,2019,03,06
Non-Crime,2008,10,31
Vehicle Theft,2019,03,07
Non-Crime,2008,10,31
Theft,2019,02,25
Non-Crime,2008,10,27
Vandalism Less Than $400,2019,03,06
Non-Crime,2008,10,31
Grand Theft (over $950),2019,03,07
Psychiatric Detention,2008,11,02
Vandalism:deface Property,2019,03,08
Non-Crime,2008,11,03
Vehicle Theft,2019,03,11
Non-Crime,2008,11,03
Vehicle Theft,2019,02,25
Non-Crime,2008,11,03
Burglary,2019,03,09
Non-Crime,2008,10,30
Vehicle Theft,2019,03,12
Non-Crime,2008,11,04
Vandalism Less Than $400,2019,03,10
Non-Crime,2008,11,03
Theft,2019,03,13
Non-Crime,2008,11,04
Vehicle Theft,2019,03,14
Non-Crime,2008,11,05
Vandalism Less Than $400,2019,02,28
Non-Crime,2008,11,05
Vehicle Theft,2019,03,14
Non-Crime,2008,11,05
Burglary,2019,03,10
Non-Crime,2008,11,05
Theft,2019,03,12
Non-Crime,2008,11,06
Vehicle Theft,2019,03,15
Non-Crime,2008,11,06
Malicious Mischief (over $400),2019,03,16
Psychiatric Detention,2008,11,07
Vehicle Theft,2019,03,15
Non-Crime,2008,10,08
Robbery,2019,02,18
Non-Crime,2008,11,07
Threatening A Violent Assault,2019,02,18
Non-Crime,2008,11,07
Shoot At Inhabited Dwelling/Vehicle,2019,02,19
Non-Crime,2008,10,07
Violation Of Court Order,2019,02,20
Non-Crime,2008,11,08
Battery,2019,02,21
Non-Crime,2008,11,09
Battery,2019,02,23
Psychiatric Detention,2008,11,09
Threatening A Violent Assault,2019,02,27
Non-Crime,2008,11,09
Threatening A Violent Assault,2019,03,01
Non-Crime,2008,11,10
Battery,2019,03,01
Psychiatric Detention,2008,11,10
Assault With Deadly Weapon,2019,03,02
Non-Crime,2008,11,11
Battery,2019,03,03
Non-Crime,2008,11,12
Assault With Deadly Weapon,2019,03,04
Psychiatric Detention,2008,11,12
Battery,2019,03,04
Non-Crime,2008,11,06
Battery,2019,03,08
Non-Crime,2008,11,10
Resist Or Delay Officer,2019,03,10
Non-Crime,2008,11,12
Resist Or Delay Officer,2019,03,11
Non-Crime,2008,11,13
Battery,2019,03,14
Psychiatric Detention,2008,11,14
Sexual Touch Against Will Of Victim,2019,02,19
Non-Crime,2008,11,13
Annoy/Etc Child Under 18,2019,02,21
Non-Crime,2008,11,14
Allowing/Causing Child Endangermnt,2019,02,23
Psychiatric Detention,2008,11,14
Allowing/Causing Child Endangermnt,2019,02,28
Non-Crime,2008,11,14
Crimes V Children(Lewd/Lascivious),2019,03,04
Non-Crime,2008,11,15
Crimes V Children(Lewd/Lascivious),2019,03,02
Non-Crime,2008,11,17
Child Endanger/Cruelty,2019,03,13
Non-Crime,2008,11,14
Child Endanger/Cruelty,2019,03,16
Non-Crime,2008,10,31
Assault On Spouse/Cohabitant,2019,02,17
Non-Crime,2008,11,18
Assault On Spouse/Cohabitant,2019,02,17
Non-Crime,2008,11,18
Assault On Spouse/Cohabitant,2019,02,20
Non-Crime,2008,11,18
Battery On Spouse/Cohabitant,2019,02,26
Psychiatric Detention,2008,11,18
Battery On Spouse/Cohabitant,2019,03,01
Psychiatric Detention,2008,11,19
Battery On Spouse/Cohabitant,2019,03,04
Non-Crime,2008,11,19
Battery On Spouse/Cohabitant,2019,03,07
Non-Crime,2008,11,30
Assault On Spouse/Cohabitant,2019,03,10
Non-Crime,2008,11,20
Battery On Spouse/Cohabitant,2019,03,12
Non-Crime,2008,11,21
Sexual Touch Against Will Of Victim,2019,02,19
Non-Crime,2008,11,13
Annoy/Etc Child Under 18,2019,02,21
Non-Crime,2008,11,21
Crimes V Children(Lewd/Lascivious),2019,03,02
Non-Crime,2008,11,01
Unlawful Sexual Intercourse W/Minor,2019,03,04
Non-Crime,2008,11,14
Possession Of Paraphernalia,2019,04,17
Psychiatric Detention,2008,11,23
Possession For Sale - Narcotics,2019,04,23
Psychiatric Detention,2008,11,24
Possess Controlled Substance,2019,04,29
Non-Crime,2008,11,23
Possession Of Paraphernalia,2019,04,30
Non-Crime,2008,11,24
Possession Of Paraphernalia,2019,05,03
Non-Crime,2008,11,24
Possess Controlled Substance,2019,05,05
Non-Crime,2008,11,28
Possess Controlled Substance,2019,05,12
Non-Crime,2008,11,28
Possess Narcotic Controlled Substnc,2019,05,15
Non-Crime,2008,11,30
Psychiatric Detention,2019,04,22
Non-Crime,2008,11,28
Psychiatric Detention,2019,05,08
Non-Crime,2008,11,29
Non-Crime,2019,05,11
Non-Crime,2008,11,29
Vandalism:deface Property,2019,04,22
Non-Crime,2008,12,01
Vandalism Less Than $400,2019,04,26
Psychiatric Detention,2008,12,02
Knowingly Possess Stolen Property,2019,04,19
Non-Crime,2008,11,24
Vehicle Theft,2019,04,18
Psychiatric Detention,2008,12,02
Burglary,2019,04,20
Non-Crime,2008,12,02
Knowingly Possess Stolen Property,2019,04,23
Non-Crime,2008,12,03
Vehicle Theft,2019,04,28
Non-Crime,2008,12,03
Vehicle Theft,2019,05,06
Non-Crime,2008,10,10
Theft,2019,05,13
Non-Crime,2008,12,04
Resist Or Delay Officer,2019,04,20
Non-Crime,2008,12,05
Assault With Deadly Weapon,2019,04,20
Non-Crime,2008,12,06
Assault With Deadly Weapon,2019,05,11
Non-Crime,2008,11,25
Child Endanger/Cruelty,2019,05,05
Psychiatric Detention,2008,12,06
Assault On Spouse/Cohabitant,2019,05,05
Non-Crime,2008,12,05
Possess Controlled Substance,2019,05,22
Non-Crime,2008,12,05
Possess Controlled Substance,2019,05,29
Non-Crime,2008,12,05
Possess Narcotic Controlled Substnc,2019,05,30
Non-Crime,2008,12,07
Possess Controlled Substance,2019,06,01
Psychiatric Detention,2008,12,07
Possess Narcotic Controlled Substnc,2019,06,02
Non-Crime,2008,12,07
Possession Of Paraphernalia,2019,06,02
Psychiatric Detention,2008,12,07
Possess Controlled Substance,2019,06,08
Psychiatric Detention,2008,12,08
Robbery,2019,05,26
Non-Crime,2008,12,09
Psychiatric Detention,2019,05,18
Non-Crime,2008,12,10
Non-Crime,2019,05,20
Non-Crime,2008,12,11
Non-Crime,2019,05,22
Non-Crime,2008,12,10
Psychiatric Detention,2019,05,24
Non-Crime,2008,12,11
Psychiatric Detention,2019,05,25
Non-Crime,2008,12,12
Vandalism:deface Property,2019,05,22
Psychiatric Detention,2008,12,12
Drunk Or Disorderly,2019,05,25
Non-Crime,2008,12,11
Drunk Or Disorderly,2019,05,26
Non-Crime,2008,12,13
Malicious Mischief (over $400),2019,05,29
Non-Crime,2008,12,12
Drunk Or Disorderly,2019,06,07
Non-Crime,2008,12,13
Drunk Or Disorderly,2019,06,11
Non-Crime,2008,12,13
Vandalism:deface Property,2019,05,22
Psychiatric Detention,2008,12,15
Vehicle Theft,2019,05,23
Non-Crime,2008,12,15
Vehicle Theft,2019,05,25
Non-Crime,2008,12,16
Vehicle Theft,2019,05,27
Non-Crime,2008,11,08
Burglary,2019,05,29
Non-Crime,2008,12,17
Malicious Mischief (over $400),2019,05,29
Non-Crime,2008,12,14
Battery,2019,05,18
Non-Crime,2008,12,15
Battery,2019,05,22
Non-Crime,2008,12,18
Resist Or Delay Officer,2019,06,05
Non-Crime,2008,12,19
Battery,2019,06,13
Non-Crime,2008,12,20
Battery On Spouse/Cohabitant,2019,05,22
Non-Crime,2008,12,20
Possess Controlled Substance,2019,04,19
Non-Crime,2008,12,20
Possess Narcotic Controlled Substnc,2019,04,25
Non-Crime,2008,12,21
Possess Narcotic Controlled Substnc,2019,04,25
Non-Crime,2008,12,20
Possess Controlled Substance,2019,05,09
Non-Crime,2008,12,22
Possession Of Paraphernalia,2019,05,12
Non-Crime,2008,12,23
Exhibiting Dead.Wp.Not Firearm,2019,04,18
Non-Crime,2008,12,23
Robbery,2019,04,23
Psychiatric Detention,2008,12,23
Robbery,2019,05,05
Non-Crime,2008,12,20
Exhibiting Dead.Wp.Not Firearm,2019,05,06
Non-Crime,2008,12,18
Shoot At Inhabited Dwelling/Vehicle,2019,05,06
Non-Crime,2008,12,26
Non-Crime,2019,04,17
Non-Crime,2008,12,26
Non-Crime,2019,04,17
Non-Crime,2008,12,26
Non-Crime,2019,04,17
Non-Crime,2008,12,26
Non-Crime,2019,04,17
Non-Crime,2008,12,27
Non-Crime,2019,04,20
Psychiatric Detention,2008,12,28
Non-Crime,2019,04,21
Non-Crime,2008,12,28
Non-Crime,2019,04,22
Non-Crime,2008,12,30
Non-Crime,2019,04,28
Non-Crime,2009,01,04
Non-Crime,2019,04,28
Non-Crime,2009,01,04
Non-Crime,2019,04,28
Non-Crime,2009,01,07
Non-Crime,2019,04,30
Non-Crime,2008,08,03
Non-Crime,2019,05,02
Non-Crime,2009,01,07
Non-Crime,2019,04,29
Non-Crime,2009,01,07
Non-Crime,2019,05,03
Non-Crime,2009,01,08
Psychiatric Detention,2019,05,03
Non-Crime,2009,01,09
Non-Crime,2019,05,04
Non-Crime,2009,01,09
Non-Crime,2019,05,05
Non-Crime,2009,01,09
Psychiatric Detention,2019,05,06
Non-Crime,2009,01,11
Psychiatric Detention,2019,05,06
Non-Crime,2009,01,11
Non-Crime,2019,05,06
Non-Crime,2009,01,09
Non-Crime,2019,05,05
Non-Crime,2009,01,12
Non-Crime,2019,05,05
Non-Crime,2009,01,12
Psychiatric Detention,2019,05,08
Non-Crime,2009,01,12
Psychiatric Detention,2019,05,08
Non-Crime,2009,01,12
Non-Crime,2019,05,08
Non-Crime,2009,01,13
Non-Crime,2019,05,08
Non-Crime,2009,01,05
Non-Crime,2019,05,10
Non-Crime,2009,01,14
Non-Crime,2019,05,10
Non-Crime,2009,01,14
Non-Crime,2019,05,07
Non-Crime,2009,01,12
Non-Crime,2019,05,05
Non-Crime,2009,01,13
Non-Crime,2019,05,10
Non-Crime,2009,01,16
Non-Crime,2019,05,11
Non-Crime,2009,01,16
Non-Crime,2019,05,11
Psychiatric Detention,2009,01,16
Non-Crime,2019,05,11
Non-Crime,2009,01,16
Non-Crime,2019,05,12
Non-Crime,2009,01,01
Non-Crime,2019,05,12
Non-Crime,2009,01,18
Psychiatric Detention,2019,05,13
Non-Crime,2009,01,18
Non-Crime,2019,05,16
Psychiatric Detention,2009,01,18
Non-Crime,2019,05,16
Non-Crime,2009,01,19
Drunk Or Disorderly,2019,04,18
Non-Crime,2009,01,19
Malicious Mischief (over $400),2019,04,18
Non-Crime,2009,01,21
Malicious Mischief (over $400),2019,04,18
Non-Crime,2009,01,20
Vandalism:deface Property,2019,04,18
Psychiatric Detention,2009,01,22
Vandalism Less Than $400,2019,04,19
Non-Crime,2009,01,22
Vandalism Less Than $400,2019,04,17
Non-Crime,2009,01,01
Malicious Mischief (over $400),2019,04,20
Non-Crime,2009,01,24
Malicious Mischief (over $400),2019,04,23
Non-Crime,2009,01,24
Trespass Prohibited On Posted Land,2019,04,24
Non-Crime,2009,01,22
Malicious Mischief (over $400),2019,04,23
Non-Crime,2009,01,25
Vandalism Less Than $400,2019,04,30
Non-Crime,2009,01,26
Malicious Mischief (over $400),2019,04,27
Non-Crime,2009,01,26
Vandalism Less Than $400,2019,05,02
Non-Crime,2009,01,26
Malicious Mischief (over $400),2019,05,06
Non-Crime,2009,01,29
Drunk Or Disorderly,2019,05,07
Non-Crime,2009,01,29
Vandalism,2019,05,08
Psychiatric Detention,2009,01,29
Malicious Mischief (over $400),2019,05,09
Psychiatric Detention,2009,01,30
Theft,2019,04,17
Non-Crime,2009,01,30
Burglary,2019,04,17
Non-Crime,2009,01,30
Vehicle Theft,2019,04,18
Non-Crime,2009,01,31
Theft,2019,04,17
Psychiatric Detention,2009,01,31
Vandalism:deface Property,2019,04,18
Non-Crime,2009,02,01
Burglary,2019,04,18
Non-Crime,2009,02,02
Burglary,2019,04,18
Non-Crime,2009,01,13
Vehicle Theft,2019,04,19
Non-Crime,2009,02,02
Theft,2019,04,18
Non-Crime,2009,01,15
Vehicle Theft,2019,04,21
Non-Crime,2009,02,03
Theft,2019,04,20
Non-Crime,2009,02,03
Vehicle Theft,2019,04,21
Psychiatric Detention,2009,02,03
Malicious Mischief (over $400),2019,04,20
Non-Crime,2009,02,03
Vehicle Theft,2019,04,23
Non-Crime,2009,02,02
Malicious Mischief (over $400),2019,04,24
Non-Crime,2009,02,04
Vehicle Theft,2019,04,23
Non-Crime,2009,02,04
Fraudulent Use Of Credit Card,2019,04,19
Non-Crime,2009,02,05
Theft,2019,04,24
Non-Crime,2009,02,05
Vehicle Theft,2019,04,24
Non-Crime,2009,02,06
Vehicle Theft,2019,04,24
Psychiatric Detention,2009,02,07
Unauthorized Use Of Personal Info,2019,04,25
Non-Crime,2009,02,08
Theft,2019,04,24
Non-Crime,2009,02,09
Theft,2019,04,25
Non-Crime,2009,02,09
Theft,2019,04,18
Non-Crime,2009,02,10
Theft,2019,04,20
Non-Crime,2009,02,12
Burglary,2019,04,26
Non-Crime,2009,02,13
Vehicle Theft,2019,04,28
Non-Crime,2009,01,01
Vehicle Theft,2019,04,28
Psychiatric Detention,2009,02,14
Arson (Property Damage Only),2019,04,29
Non-Crime,2009,02,11
Theft,2019,04,24
Non-Crime,2009,02,15
Theft,2019,04,25
Non-Crime,2009,02,16
Vehicle Theft,2019,04,29
Psychiatric Detention,2009,02,17
Vehicle Theft,2019,04,30
Non-Crime,2009,01,26
Theft,2019,04,21
Psychiatric Detention,2009,02,17
Burglary,2019,04,23
Non-Crime,2009,02,17
Malicious Mischief (over $400),2019,04,27
